# Program:featureCounts v2.0.6; Command:"featureCounts" "-g" "gene_id" "-a" "annotation.gtf" "-o" "SRR" "SRR941816.bam" "SRR941817.bam" "SRR941818.bam" "SRR941819.bam" 
Geneid	SRR941816.bam	SRR941817.bam	SRR941818.bam	SRR941819.bam
gene-YGR072W	661	652	149	655
gene-YGR074W	99	169	108	454
gene-YGR075C	74	131	59	203
gene-YGR076C	131	386	33	137
gene-YGR077C	242	271	61	268
gene-YGR078C	86	287	177	705
gene-YGR079W	119	125	898	3563
gene-YGR080W	489	686	75	357
gene-YGR081C	76	77	264	975
gene-YGR082W	158	490	127	382
gene-YGR083C	388	706	488	1628
gene-YGR084C	37	229	93	338
gene-YGR085C	302	802	1139	4645
gene-YGR086C	12014	10240	583	3336
gene-YNCG0048W	10	11	0	1
gene-YGR087C	562	156	16	22
gene-YGR088W	10370	3121	129	414
gene-YGR089W	211	206	263	794
gene-YNCG0049W	81	90	5	23
gene-YNCG0027W	0	0	0	1
gene-YGR090W	109	136	422	1323
gene-YGR091W	93	164	80	329
gene-YGR092W	211	189	27	128
gene-YGR093W	254	333	246	726
gene-YGR094W	1607	2858	1094	3419
gene-YGR095C	167	186	235	773
gene-YGR096W	80	77	22	62
gene-YGR097W	540	328	114	241
gene-YGR098C	50	111	17	67
gene-YGR099W	141	330	44	127
gene-YGR100W	596	777	38	165
gene-YGR101W	271	437	43	108
gene-YGR102C	1329	801	134	450
gene-YGR103W	326	801	1613	5294
gene-YGR104C	146	205	69	282
gene-YGR105W	299	410	71	361
gene-YGR106C	992	1554	320	1318
gene-YNCG0028W	1	1	0	2
gene-YNCG0029C	1	0	0	1
gene-YGR108W	143	169	2	53
gene-YGR109C	1	3	0	4
gene-YNCG0030C	1	0	0	0
gene-YGR109W-A	0	0	0	0
gene-YGR109W-B	63	68	10	46
gene-YGR110W	2432	820	44	107
gene-YGR111W	2142	1941	71	245
gene-YGR112W	251	433	10	48
gene-YGR113W	221	345	31	155
gene-YGR116W	1843	2002	260	824
gene-YGR117C	116	129	91	396
gene-YGR118W	1241	2932	2554	10545
gene-YGR119C	507	655	325	1353
gene-YGR120C	179	217	88	312
gene-YNCG0031W	0	1	1	0
gene-YGR121C	4169	2570	184	497
gene-YGR121W-A	0	2	1	2
gene-YGR122W	1650	1006	40	122
gene-YNCG0032W	0	1	1	5
gene-YGR123C	34	134	259	712
gene-YNCG0033W	0	0	1	0
gene-YGR124W	837	1574	594	1950
gene-YGR125W	658	661	172	581
gene-YGR126W	116	83	18	53
gene-YGR127W	843	279	27	124
gene-YGR128C	72	111	550	1758
gene-YGR129W	533	396	84	227
gene-YGR130C	5171	4763	62	266
gene-YGR131W	193	133	10	33
gene-YGR132C	2738	3142	121	521
gene-YGR133W	469	415	35	147
gene-YGR134W	195	163	76	250
gene-YGR135W	1581	2299	174	740
gene-YGR136W	2356	3797	179	690
gene-YGR138C	283	633	666	2297
gene-YGR140W	58	84	40	153
gene-YGR141W	880	563	45	111
gene-YGR142W	16211	51236	247	1853
gene-YNCG0034W	0	0	0	0
gene-YGR143W	848	459	169	451
gene-YNCG0035W	0	0	0	0
gene-YGR144W	21	30	3	26
gene-YGR145W	148	357	659	1974
gene-YGR146C	2620	1093	52	149
gene-YGR146C-A	22	49	1	13
gene-YGR147C	682	976	131	507
gene-YGR148C	984	2493	2313	10233
gene-YGR149W	1567	935	44	212
gene-YGR150C	422	432	78	293
gene-YNCG0036W	1	0	0	1
gene-YGR152C	15	154	124	355
gene-YGR153W	133	224	22	114
gene-YGR154C	697	805	303	867
gene-YGR155W	1599	2370	2041	5643
gene-YGR156W	239	326	34	164
gene-YGR157W	6260	6649	92	281
gene-YGR158C	138	289	218	784
gene-YGR159C	149	356	5495	16706
gene-YGR161C	5950	2566	132	343
gene-YGR161W-C	1186	830	29	78
gene-YGR161W-A	0	0	0	0
gene-YGR161W-B	0	0	0	0
gene-YGR161C-D	0	2	0	0
gene-YGR161C-C	0	0	0	0
gene-YNCG0037W	0	0	2	1
gene-YGR162W	369	1066	976	2703
gene-YGR163W	344	322	89	306
gene-YGR164W	2	5	3	7
gene-YNCG0038C	0	0	0	0
gene-YGR165W	203	725	113	433
gene-YGR166W	105	120	62	255
gene-YGR167W	1905	2477	114	509
gene-YGR168C	338	249	67	259
gene-YGR169C	25	82	68	241
gene-YGR169C-A	298	164	224	971
gene-YGR170W	545	561	46	237
gene-YGR171C	90	191	7	86
gene-YGR172C	200	388	68	287
gene-YGR173W	256	271	253	989
gene-YNCG0039W	0	0	0	1
gene-YGR174C	1213	1130	14	79
gene-YGR174W-A	26	9	0	1
gene-YGR175C	2151	2035	1053	3627
gene-YGR177C	56	44	53	210
gene-YGR178C	2515	2489	326	1116
gene-YGR179C	79	177	19	80
gene-YGR180C	2247	2660	259	998
gene-YNCG0040C	1	0	0	0
gene-YGR181W	121	446	47	155
gene-YGR183C	3098	3178	102	434
gene-YGR184C	1604	1267	160	446
gene-YGR185C	224	577	518	2281
gene-YGR186W	1688	1485	234	805
gene-YGR187C	77	148	511	1700
gene-YGR188C	19	84	15	64
gene-YNCG0041W	0	0	0	0
gene-YGR189C	1198	1934	228	1988
gene-YNCG0042C	0	0	0	0
gene-YGR191W	157	349	792	2294
gene-YGR192C	147078	123623	4592	16365
gene-YGR193C	1558	1396	78	309
gene-YGR194C	794	1388	14	57
gene-YGR195W	301	354	211	824
gene-YGR196C	327	356	87	251
gene-YGR197C	306	354	20	77
gene-YGR198W	169	463	207	606
gene-YGR199W	139	311	40	194
gene-YGR200C	219	366	375	1363
gene-YGR201C	3630	1168	73	167
gene-YGR202C	178	457	171	693
gene-YGR203W	69	210	22	81
gene-YGR204W	397	1013	213	705
gene-YGR204C-A	41	40	1	1
gene-YGR205W	385	337	5	24
gene-YGR206W	266	198	36	139
gene-YGR207C	320	1212	161	540
gene-YGR208W	8	33	282	869
gene-YGR209C	5045	5463	174	682
gene-YGR210C	1151	1732	265	952
gene-YGR211W	2137	8743	426	1560
gene-YGR212W	80	100	19	55
gene-YGR213C	20	34	8	30
gene-YGR214W	1571	3920	2224	8313
gene-YGR215W	178	469	57	253
gene-YGR216C	231	259	89	312
gene-YGR217W	317	239	54	156
gene-YNCG0043C	0	0	0	1
gene-YGR218W	2887	2198	354	1097
gene-YGR220C	179	611	69	267
gene-YGR221C	152	147	11	10
gene-YNCG0044C	0	2	0	1
gene-YNCG0045C	0	0	0	0
gene-YGR222W	65	330	31	122
gene-YGR223C	239	202	27	128
gene-YGR224W	42	49	9	24
gene-YGR225W	62	51	6	7
gene-YGR227W	97	139	61	183
gene-YGR227C-A	1	0	2	13
gene-YGR229C	190	772	652	2075
gene-YGR230W	491	305	21	65
gene-YGR231C	3329	3189	104	411
gene-YGR232W	351	544	40	148
gene-YGR233C	764	926	62	262
gene-YGR234W	940	3995	28	234
gene-YGR235C	1146	1808	85	363
gene-YGR236C	13116	1325	184	134
gene-YGR237C	570	467	41	154
gene-YGR238C	152	249	25	91
gene-YGR239C	74	265	56	163
gene-YGR240C	5003	4469	980	2821
gene-YGR240C-A	11	16	14	37
gene-YGR241C	148	258	77	324
gene-YGR243W	4501	1782	286	1058
gene-YGR244C	4538	6499	81	413
gene-YGR245C	201	380	848	2520
gene-YGR246C	959	863	73	245
gene-YGR247W	207	272	3	30
gene-YGR248W	3607	2066	36	86
gene-YGR249W	903	1352	67	99
gene-YGR250C	1538	5807	146	548
gene-YGR251W	126	152	76	262
gene-YGR252W	365	543	89	356
gene-YGR253C	3367	4796	148	686
gene-YGR254W	104232	84680	1841	4794
gene-YGR255C	301	373	19	160
gene-YNCG0046W	0	0	0	0
gene-YGR256W	1734	250	32	57
gene-YGR257C	99	231	38	145
gene-YGR258C	663	529	111	353
gene-YGR260W	391	540	293	716
gene-YGR261C	83	245	57	226
gene-YGR262C	319	482	74	260
gene-YGR263C	250	217	26	76
gene-YGR264C	150	248	828	2731
gene-YGR266W	682	828	25	198
gene-YGR267C	1069	1239	170	579
gene-YGR268C	1002	776	46	153
gene-YGR270W	1150	1274	110	425
gene-YGR271W	266	372	55	192
gene-YGR271C-A	400	137	304	910
gene-YGR273C	1	1	0	0
gene-YGR274C	492	481	87	283
gene-YGR275W	558	405	53	157
gene-YGR276C	322	485	111	286
gene-YGR277C	49	112	83	301
gene-YGR278W	189	180	58	215
gene-YGR279C	1326	5127	256	997
gene-YGR280C	1293	801	840	2788
gene-YGR281W	1298	528	111	314
gene-YGR282C	10197	11458	1202	3376
gene-YGR283C	198	223	271	904
gene-YGR284C	1510	1688	74	477
gene-YGR285C	404	1870	1105	3634
gene-YGR286C	207	535	42	197
gene-YGR287C	1742	1056	49	128
gene-YGR288W	487	304	34	115
gene-YGR289C	13862	8626	168	274
gene-YGR292W	3257	2339	48	107
gene-YGR294W	7	2	3	0
gene-YGR295C	622	524	24	67
gene-YGR296W	0	2	0	0
gene-YHL050C	157	195	10	35
gene-YHL049C	0	0	0	0
gene-YHL048C-A	0	0	0	1
gene-YHL048W	107	141	15	38
gene-YHL047C	557	406	33	57
gene-YHL046C	4	2	1	5
gene-YHL045W	1	1	0	0
gene-YHL044W	52	29	1	16
gene-YHL043W	112	53	8	21
gene-YHL042W	87	65	6	13
gene-YHL041W	0	0	1	3
gene-YHL040C	842	888	238	259
gene-YHL039W	391	305	284	965
gene-YHL038C	30	104	18	85
gene-YHL037C	4	0	0	0
gene-YHL036W	134	117	52	103
gene-YHL035C	530	756	19	82
gene-YHL034C	5079	6066	140	653
gene-YHL033C	648	2008	2279	10054
gene-YHL032C	8694	16744	198	828
gene-YHL031C	506	563	96	290
gene-YHL030W	196	372	28	108
gene-YHL029C	145	114	305	968
gene-YHL028W	95	133	8	31
gene-YHL027W	2290	1188	539	1679
gene-YHL026C	62	88	57	240
gene-YHL025W	642	703	74	233
gene-YHL024W	692	419	11	19
gene-YHL023C	374	454	69	249
gene-YNCH0001W	0	0	0	0
gene-YHL022C	79	104	4	17
gene-YHL021C	1581	1466	26	72
gene-YHL020C	3231	2062	190	471
gene-YHL019C	293	353	31	98
gene-YHL018W	9	14	3	8
gene-YHL017W	86	159	87	296
gene-YHL016C	114	218	31	134
gene-YHL015W-A	18	9	4	7
gene-YHL015W	1459	6688	5177	18809
gene-YHL014C	59	66	54	196
gene-YHL013C	85	182	148	572
gene-YHL012W	78	38	48	240
gene-YHL011C	576	719	825	2662
gene-YHL010C	392	339	18	71
gene-YHL009C	246	270	63	198
gene-YNCH0002C	0	0	0	0
gene-YHL009W-A	0	0	0	0
gene-YHL009W-B	0	0	0	0
gene-YHL008C	30	52	6	29
gene-YHL007C	245	435	355	1127
gene-YHL006C	68	61	18	54
gene-YHL005C	7	12	8	30
gene-YHL004W	125	479	141	528
gene-YHL003C	114	288	86	399
gene-YHL002W	1248	1454	176	593
gene-YHL001W	697	853	1154	4628
gene-YHR001W	757	980	35	177
gene-YHR001W-A	7651	6255	109	455
gene-YHR002W	202	284	42	150
gene-YHR003C	291	445	170	694
gene-YHR004C	714	700	36	154
gene-YHR005C	63	65	12	53
gene-YHR005C-A	181	762	79	410
gene-YNCH0003C	0	0	0	0
gene-YHR006W	1914	1321	219	708
gene-YHR007C	1616	2708	1019	4211
gene-YHR007C-A	209	186	2	21
gene-YHR008C	21326	14492	298	991
gene-YHR009C	1180	1474	327	1210
gene-YHR010W	1091	2644	2645	10625
gene-YHR011W	47	105	39	165
gene-YHR012W	456	586	80	370
gene-YHR013C	118	390	93	454
gene-YHR014W	5	12	4	26
gene-YNCH0004C	0	0	0	0
gene-YNCH0005W	0	1	0	0
gene-YHR015W	28	15	7	5
gene-YHR016C	1345	1563	20	67
gene-YHR017W	336	432	52	201
gene-YHR018C	1727	2539	71	229
gene-YHR019C	988	2345	627	2168
gene-YHR020W	363	1117	806	2662
gene-YNCH0006C	0	0	0	0
gene-YHR021C	868	1979	1757	6686
gene-YHR021W-A	11	4	95	405
gene-YHR022C	25	9	209	1031
gene-YHR022C-A	5	3	0	0
gene-YHR023W	452	765	34	125
gene-YHR024C	181	685	87	278
gene-YHR025W	791	1185	249	952
gene-YHR026W	712	836	290	1246
gene-YHR027C	3083	3778	152	604
gene-YHR028C	1865	1752	80	299
gene-YHR029C	260	346	29	107
gene-YHR030C	843	465	233	639
gene-YHR031C	136	259	155	616
gene-YHR032W	448	330	542	1912
gene-YHR033W	1259	1026	192	1053
gene-YHR034C	213	260	30	94
gene-YHR035W	128	129	11	43
gene-YHR036W	39	46	56	246
gene-YHR037W	1866	2364	41	292
gene-YHR038W	131	251	14	83
gene-YHR039C	781	1223	237	844
gene-YHR039C-A	1584	2104	427	2028
gene-YHR040W	255	231	248	938
gene-YHR041C	38	86	18	115
gene-YHR042W	796	1400	206	735
gene-YHR043C	226	593	16	105
gene-YHR044C	128	249	25	84
gene-YHR045W	161	207	99	363
gene-YHR046C	39	239	323	1259
gene-YHR047C	209	323	58	338
gene-YHR048W	127	81	106	455
gene-YHR049W	522	1779	3098	13056
gene-YHR050W	635	703	87	421
gene-YHR050W-A	613	493	12	67
gene-YHR051W	5617	6750	127	546
gene-YHR052W	181	296	1033	3623
gene-YNCH0007W	0	0	1	3
gene-YHR052C-B	0	0	0	0
gene-YHR053C	0	0	0	0
gene-YHR054C	0	0	0	1
gene-YNCH0008W	0	42	2	412
gene-YHR054C-B	0	0	0	0
gene-YHR055C	0	0	0	0
gene-YHR056C	215	337	58	193
gene-YHR057C	948	766	82	301
gene-YHR058C	206	252	68	277
gene-YHR059W	174	366	47	191
gene-YHR060W	431	578	41	194
gene-YHR061C	31	15	20	77
gene-YHR062C	185	366	91	374
gene-YHR063C	39	86	173	501
gene-YHR064C	1376	2319	1182	3778
gene-YHR065C	61	192	478	1618
gene-YHR066W	64	118	825	2908
gene-YHR067W	388	395	41	165
gene-YHR068W	151	470	475	1543
gene-YHR069C	189	299	325	1098
gene-YHR070W	85	191	178	587
gene-YHR071W	466	513	603	2008
gene-YNCH0009C	0	1	0	2
gene-YHR072W	580	476	434	1615
gene-YHR072W-A	968	1033	751	2883
gene-YHR073W	564	798	117	464
gene-YHR074W	1171	1012	107	394
gene-YHR075C	142	135	13	72
gene-YHR076W	220	714	32	207
gene-YHR077C	1015	1070	334	1169
gene-YHR078W	388	283	72	229
gene-YHR079C	223	264	107	347
gene-YHR079C-A	0	0	1	7
gene-YHR080C	846	562	78	270
gene-YHR081W	487	411	218	726
gene-YHR082C	3443	2660	169	559
gene-YHR083W	258	503	58	296
gene-YHR084W	22	67	143	392
gene-YHR085W	29	21	263	752
gene-YHR086W	234	388	42	203
gene-YHR086W-A	0	3	0	0
gene-YHR087W	3552	4688	451	3930
gene-YHR088W	461	594	558	1986
gene-YHR089C	196	618	923	3458
gene-YHR090C	354	568	132	413
gene-YHR091C	184	184	57	171
gene-YHR092C	1245	1519	271	653
gene-YHR093W	2	6	2	12
gene-YHR094C	133	101	5448	19263
gene-YHR096C	23125	5372	546	1385
gene-YHR097C	11161	6915	229	618
gene-YHR098C	414	727	69	272
gene-YHR099W	1013	1189	108	486
gene-YHR100C	201	247	40	129
gene-YHR101C	351	254	60	161
gene-YHR102W	787	623	123	352
gene-YHR103W	539	556	73	292
gene-YHR104W	2099	3332	109	613
gene-YHR105W	86	68	3	25
gene-YHR106W	452	408	12	71
gene-YHR107C	372	792	176	639
gene-YHR108W	1121	1931	121	602
gene-YHR109W	61	159	9	50
gene-YHR110W	352	519	14	78
gene-YHR111W	205	363	77	279
gene-YHR112C	404	620	32	185
gene-YHR113W	1486	1603	87	299
gene-YHR114W	313	430	72	350
gene-YHR115C	356	330	165	595
gene-YHR116W	46	87	15	42
gene-YHR117W	352	727	33	165
gene-YHR118C	111	180	68	216
gene-YHR119W	277	439	111	344
gene-YHR120W	61	77	33	140
gene-YHR121W	151	491	49	229
gene-YHR122W	116	293	122	395
gene-YHR123W	123	150	33	111
gene-YHR124W	111	71	22	46
gene-YNCH0010C	0	1	0	0
gene-YHR125W	8	1	0	1
gene-YHR126C	6	1	3	4
gene-YHR127W	60	180	31	156
gene-YHR128W	79	231	401	1175
gene-YHR129C	75	149	16	62
gene-YHR130C	8	7	5	27
gene-YHR131C	516	429	125	419
gene-YHR132C	1564	1448	165	533
gene-YHR132W-A	2321	1494	58	154
gene-YHR133C	79	122	111	434
gene-YHR134W	132	121	55	143
gene-YHR135C	823	1050	143	586
gene-YHR136C	200	77	2	8
gene-YHR137W	526	2018	50	161
gene-YHR138C	5600	2444	58	128
gene-YHR139C	117	5	1	0
gene-YNCH0011W	8	1	0	2
gene-YHR139C-A	237	75	7	10
gene-YHR140W	106	61	17	59
gene-YNCH0012W	5	6	2	7
gene-YHR141C	724	1904	1285	5756
gene-YHR142W	396	515	116	372
gene-YHR143W	211	342	18	65
gene-YHR143W-A	271	267	415	1508
gene-YHR144C	2	41	51	237
gene-YNCH0013C	0	0	0	0
gene-YHR146W	5227	3047	340	865
gene-YHR147C	271	718	35	152
gene-YHR148W	63	92	183	662
gene-YHR149C	8	57	26	157
gene-YHR150W	675	348	58	180
gene-YHR151C	71	78	45	143
gene-YHR152W	236	374	14	63
gene-YHR153C	3	58	1	3
gene-YHR154W	62	133	7	22
gene-YHR155W	203	201	83	294
gene-YNCH0014W	21	8	1	12
gene-YHR156C	466	484	35	103
gene-YHR157W	31	23	8	25
gene-YHR158C	184	327	19	76
gene-YHR159W	117	144	4	10
gene-YHR160C	698	230	15	26
gene-YHR161C	1992	1938	41	240
gene-YHR162W	1643	3124	575	2564
gene-YHR163W	35	168	86	612
gene-YHR164C	353	312	20	85
gene-YHR165C	502	674	177	654
gene-YHR166C	178	199	34	157
gene-YHR167W	9	10	50	216
gene-YHR168W	36	80	43	133
gene-YHR169W	67	73	304	1029
gene-YHR170W	297	451	1111	3412
gene-YHR171W	368	364	10	29
gene-YHR172W	41	96	1	21
gene-YHR173C	1	9	0	5
gene-YHR174W	23532	38595	2386	7629
gene-YHR175W	263	455	61	203
gene-YHR175W-A	22	32	4	23
gene-YHR176W	184	369	25	84
gene-YHR177W	61	48	2	15
gene-YHR178W	71	92	22	81
gene-YHR179W	328	1135	1431	4013
gene-YHR180W	151	88	9	29
gene-YNCH0015W	1	1	0	2
gene-YHR181W	48	104	65	283
gene-YHR182W	176	173	59	199
gene-YHR183W	253	852	213	808
gene-YHR184W	55	46	9	13
gene-YHR185C	2	1	0	3
gene-YNCH0016C	0	0	0	0
gene-YHR186C	379	496	76	269
gene-YHR187W	486	524	96	353
gene-YHR188C	551	722	34	188
gene-YHR189W	112	57	9	23
gene-YHR190W	2557	2824	86	448
gene-YHR191C	123	150	19	78
gene-YHR192W	112	209	49	219
gene-YHR193C	2319	4324	1101	4843
gene-YHR194W	365	296	35	141
gene-YHR195W	1153	734	64	214
gene-YHR196W	97	121	756	2624
gene-YHR197W	59	170	377	1176
gene-YHR198C	543	676	39	157
gene-YHR199C	1674	1218	154	586
gene-YHR199C-A	175	84	13	44
gene-YHR200W	1408	2022	170	795
gene-YHR201C	376	545	187	856
gene-YHR202W	1312	545	39	126
gene-YHR203C	1002	2160	1743	6684
gene-YHR204W	33	86	103	388
gene-YHR205W	651	567	316	1160
gene-YHR206W	395	214	203	666
gene-YHR207C	346	435	207	622
gene-YHR208W	466	711	3937	8369
gene-YHR209W	481	381	32	112
gene-YHR210C	230	116	16	70
gene-YHR211W	184	183	9	30
gene-YHR212W-A	0	0	0	0
gene-YHR213W	2	2	0	0
gene-YHR213W-A	0	0	0	0
gene-YHR213W-B	2	10	0	5
gene-YHR214W	1	2	1	1
gene-YHR214C-B	0	0	0	0
gene-YHR214C-C	0	0	0	0
gene-YHR214C-D	0	0	0	0
gene-YHR214C-E	17	7	0	0
gene-YHR215W	32	24	5	17
gene-YHR216W	67	233	39	172
gene-YHR218W	1	0	0	0
gene-YHR219W	11	14	1	5
gene-YIL177C	6	6	0	2
gene-YIL176C	0	0	0	0
gene-YIL175W	0	0	0	0
gene-YIL174W	0	0	0	0
gene-YIL173W	0	0	0	0
gene-YIL172C	0	0	0	0
gene-YIL171W	9	12	1	3
gene-YIL170W	30	22	1	4
gene-YIL169C	6861	12266	90	425
gene-YIL167W	289	283	31	62
gene-YIL166C	105	632	9	68
gene-YIL165C	57	90	5	12
gene-YIL164C	120	123	4	29
gene-YIL163C	10	11	2	0
gene-YIL162W	24488	49007	353	1766
gene-YIL161W	436	196	104	272
gene-YIL160C	18377	7678	240	241
gene-YIL159W	58	155	29	103
gene-YIL158W	151	250	4	33
gene-YIL157C	890	1727	27	171
gene-YIL156W-B	807	731	30	98
gene-YIL156W	312	516	26	90
gene-YIL155C	22958	15876	202	453
gene-YIL154C	2075	1723	83	251
gene-YIL153W	510	506	84	314
gene-YIL152W	639	514	33	84
gene-YIL151C	486	346	142	499
gene-YIL150C	158	220	21	35
gene-YIL149C	485	647	194	746
gene-YIL148W	2527	5192	2975	12436
gene-YIL147C	200	240	76	328
gene-YIL146C	1614	758	87	354
gene-YIL145C	365	318	227	642
gene-YIL144W	864	534	102	366
gene-YIL143C	2236	1948	387	1160
gene-YIL142W	1108	1894	546	1919
gene-YIL140W	78	223	7	52
gene-YIL139C	181	162	91	293
gene-YIL138C	1313	2240	86	689
gene-YIL137C	587	758	114	389
gene-YIL136W	24658	14114	250	474
gene-YIL135C	1391	1442	195	557
gene-YIL134C-A	4	2	1	4
gene-YNCI0001W	52	25	13	44
gene-YIL134W	18	31	25	102
gene-YIL133C	1000	2318	2768	10900
gene-YIL132C	14	28	10	46
gene-YIL131C	88	156	47	213
gene-YIL130W	577	556	390	1034
gene-YIL129C	836	802	72	365
gene-YIL128W	164	295	165	604
gene-YIL127C	301	343	494	1507
gene-YIL126W	885	1100	380	1216
gene-YIL125W	11712	10290	207	518
gene-YIL124W	2801	2244	39	80
gene-YIL123W	1523	2134	29	201
gene-YIL122W	810	370	99	241
gene-YIL121W	43	62	34	63
gene-YIL120W	167	211	47	88
gene-YIL119C	821	321	107	224
gene-YIL118W	47	118	453	1196
gene-YIL117C	443	106	129	166
gene-YIL116W	972	1539	270	984
gene-YIL115C	1776	1746	145	515
gene-YIL114C	36	41	62	207
gene-YIL113W	85	85	5	21
gene-YIL112W	1580	1712	130	395
gene-YIL111W	114	77	13	56
gene-YIL110W	130	135	200	572
gene-YIL109C	1569	2339	232	809
gene-YIL108W	808	595	99	527
gene-YIL107C	2651	1628	69	273
gene-YIL106W	556	529	90	445
gene-YIL105C	1901	1325	109	365
gene-YIL105W-A	0	0	0	0
gene-YIL104C	37	39	202	583
gene-YIL103W	355	347	329	915
gene-YIL102C-A	135	141	37	119
gene-YIL102C	40	31	2	3
gene-YNCI0002W	1	1	2	4
gene-YIL101C	2254	868	18	32
gene-YIL099W	222	128	6	24
gene-YIL098C	219	493	11	52
gene-YIL097W	2301	1585	24	108
gene-YIL096C	65	88	223	655
gene-YNCI0003C	0	0	0	0
gene-YIL095W	124	312	59	225
gene-YIL094C	1349	1799	812	2496
gene-YIL093C	285	860	63	237
gene-YIL092W	108	121	112	289
gene-YIL091C	198	215	672	1911
gene-YIL090W	468	394	270	957
gene-YIL089W	157	118	28	97
gene-YNCI0004W	0	0	0	0
gene-YIL088C	728	1092	69	339
gene-YIL087C	2748	2026	77	199
gene-YIL086C	153	77	1	14
gene-YIL085C	384	550	224	840
gene-YIL084C	315	412	48	142
gene-YIL083C	1379	1029	147	683
gene-YIL082W-A	60	51	14	50
gene-YNCI0005W	0	0	0	0
gene-YIL079C	32	30	235	722
gene-YIL078W	2602	4671	1336	4574
gene-YIL077C	1251	1241	53	220
gene-YIL076W	804	1484	92	476
gene-YIL075C	4538	6031	179	710
gene-YIL074C	78	140	174	589
gene-YIL073C	128	111	40	167
gene-YIL072W	48	36	22	119
gene-YIL071C	503	455	72	153
gene-YIL070C	215	639	74	286
gene-YIL069C	693	1344	1415	5504
gene-YIL068C	519	693	61	346
gene-YIL067C	53	126	40	192
gene-YIL066C	226	101	11	29
gene-YIL065C	1198	966	67	171
gene-YIL064W	255	241	163	466
gene-YIL063C	544	730	162	602
gene-YIL062C	959	2075	47	329
gene-YIL061C	90	183	37	169
gene-YIL060W	1154	1141	14	68
gene-YIL057C	51756	13704	320	284
gene-YNCI0006W	1	0	0	0
gene-YIL056W	1468	743	545	1539
gene-YIL055C	1934	722	116	457
gene-YIL054W	9	6	1	5
gene-YIL053W	3601	2203	20809	79435
gene-YIL052C	873	1810	2062	8233
gene-YIL051C	2786	3489	165	725
gene-YIL050W	808	897	172	569
gene-YIL049W	70	49	15	68
gene-YIL048W	616	460	219	682
gene-YIL047C	4201	2364	930	2874
gene-YIL046W-A	63	13	2	2
gene-YIL046W	3788	2289	345	1138
gene-YIL045W	6525	3993	89	189
gene-YIL044C	301	568	139	696
gene-YIL043C	1993	2833	398	1574
gene-YIL042C	820	1205	21	143
gene-YIL041W	3999	4145	293	1392
gene-YIL040W	61	134	69	267
gene-YIL039W	392	1052	153	569
gene-YIL038C	743	551	423	1448
gene-YIL037C	59	59	29	106
gene-YIL036W	838	816	70	293
gene-YIL035C	554	915	259	1029
gene-YIL034C	705	1452	73	465
gene-YIL033C	9387	6004	221	741
gene-YIL031W	401	342	128	375
gene-YIL030C	690	716	182	651
gene-YNCI0007C	0	0	0	0
gene-YIL029C	334	229	12	74
gene-YIL027C	382	528	47	239
gene-YIL026C	276	1075	1	47
gene-YIL024C	553	559	23	141
gene-YIL023C	438	384	127	320
gene-YIL022W	795	1390	273	998
gene-YIL021W	416	730	287	1057
gene-YIL020C	68	113	284	928
gene-YIL019W	304	270	551	1872
gene-YIL018W	1562	5044	4736	18593
gene-YIL017C	1313	971	24	125
gene-YIL016W	27	87	26	169
gene-YIL015W	24	20	4	24
gene-YNCI0008C	0	0	0	0
gene-YIL014C-A	1	0	1	0
gene-YNCI0009W	0	0	0	0
gene-YIL014W	464	316	130	425
gene-YIL013C	268	254	17	114
gene-YIL012W	6	11	1	0
gene-YIL011W	43	253	2	32
gene-YIL010W	100	409	43	186
gene-YIL009C-A	134	173	9	62
gene-YNCI0010C	0	0	0	0
gene-YIL009W	213	310	162	539
gene-YIL008W	198	195	108	321
gene-YIL007C	807	860	59	294
gene-YIL006W	102	165	18	71
gene-YIL005W	1102	1049	124	343
gene-YIL004C	213	244	72	284
gene-YIL003W	236	316	137	453
gene-YIL002W-A	459	592	152	431
gene-YIL002C	148	316	52	262
gene-YIL001W	142	202	82	337
gene-YIR001C	1080	1320	130	390
gene-YIR002C	278	348	44	177
gene-YIR003W	984	1681	82	354
gene-YIR004W	1092	1244	162	562
gene-YIR005W	139	214	52	147
gene-YIR006C	2117	2607	139	601
gene-YNCI0011W	0	0	0	0
gene-YIR007W	311	275	17	51
gene-YIR008C	62	152	70	245
gene-YIR009W	40	50	25	121
gene-YIR010W	279	305	98	417
gene-YIR011C	747	950	434	1363
gene-YIR012W	96	157	988	3344
gene-YIR013C	1	1	2	10
gene-YIR014W	255	148	7	36
gene-YIR015W	162	166	34	95
gene-YIR016W	545	849	41	174
gene-YIR017C	80	66	23	69
gene-YIR018W	175	261	46	120
gene-YIR018C-A	11	10	6	19
gene-YIR019C	56	67	3	10
gene-YNCI0012	92	87	1	7
gene-YIR020C	0	0	0	0
gene-YNCI0013W	0	0	0	0
gene-YIR021W	34	194	22	125
gene-YIR021W-A	0	3	1	1
gene-YIR022W	472	669	42	197
gene-YIR023W	215	297	190	562
gene-YIR024C	345	509	19	87
gene-YIR025W	534	496	24	68
gene-YIR026C	88	290	224	716
gene-YIR027C	14	76	48	244
gene-YIR028W	72	61	16	39
gene-YIR029W	351	477	23	87
gene-YIR030C	18	26	2	10
gene-YIR031C	71	94	21	84
gene-YIR032C	61	120	17	47
gene-YIR033W	2207	1472	240	781
gene-YIR034C	97	209	84	234
gene-YIR035C	221	584	89	435
